StudentID,Year,GradeLevel,Semester,Term,Subject,SubjectType,ClassName,ItemType,ItemNumber,PossiblePoints,Score,DueDate,SubmittedDate,PretestScore,HomeworkCompletion,Participation,AssignmentAvg,TestScore,Attendance,StudyHours,ParentalSupport,SleepHours,ReadingHours,BehaviorScore,WeightedGPA_Elementary,WeightedGPA_HighSchool
STU0109,2024,6,Fall,Fall,History,Elective,World History,Assignment,2,50,80,2025-09-19,2025-09-19,66,65,6,62,54,91,6,4,7,0,1,3.28,3.9
STU0109,2024,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,60,2025-09-21,2025-09-21,84,99,8,93,97,91,6,4,7,0,1,3.28,3.9
STU0110,2024,6,Spring,Spring,History,Elective,World History,Pretest,1,100,92,2025-09-17,2025-09-17,65,65,1,88,98,89,5,5,9,0,9,3.71,3.66
STU0110,2024,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,77,2025-09-19,2025-09-19,41,100,10,54,43,89,5,5,9,0,9,3.71,3.66
STU0110,2024,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,50,2025-09-21,2025-09-21,50,53,1,64,67,89,5,5,9,0,9,3.71,3.66
STU0111,2024,4,Spring,Spring,History,Elective,World History,Pretest,1,100,84,2025-09-17,2025-09-17,64,52,5,78,97,84,6,5,5,3,10,3.88,4.39
STU0111,2024,4,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,60,2025-09-19,2025-09-19,68,78,2,47,41,84,6,5,5,3,10,3.88,4.39
STU0111,2024,4,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,63,2025-09-21,2025-09-21,91,94,4,61,42,84,6,5,5,3,10,3.88,4.39
STU0112,2023,4,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,82,2025-09-17,2025-09-17,51,70,5,81,52,70,3,2,8,2,4,3.85,4.24
STU0112,2023,4,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,86,2025-09-19,2025-09-19,71,95,4,80,81,70,3,2,8,2,4,3.85,4.24
STU0112,2023,4,Spring,Spring,Math,Core,Algebra I,Test,3,100,97,2025-09-21,2025-09-21,69,70,2,93,55,70,3,2,8,2,4,3.85,4.24
STU0113,2024,5,Spring,Spring,History,Elective,World History,Pretest,1,100,52,2025-09-17,2025-09-17,71,82,8,90,43,82,6,2,5,2,8,3.51,3.08
STU0113,2024,5,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,53,2025-09-19,2025-09-19,89,87,10,65,62,82,6,2,5,2,8,3.51,3.08
STU0113,2024,5,Spring,Spring,History,Elective,World History,Test,3,100,60,2025-09-21,2025-09-21,41,63,10,75,87,82,6,2,5,2,8,3.51,3.08
STU0114,2024,4,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,91,2025-09-17,2025-09-17,48,86,4,88,49,79,6,3,6,4,4,3.33,3.09
STU0114,2024,4,Fall,Fall,History,Elective,World History,Assignment,2,50,98,2025-09-19,2025-09-19,68,65,10,62,94,79,6,3,6,4,4,3.33,3.09
STU0114,2024,4,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,98,2025-09-21,2025-09-21,67,77,9,83,87,79,6,3,6,4,4,3.33,3.09
STU0115,2025,6,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,46,2025-09-17,2025-09-17,52,89,10,80,96,90,7,1,6,0,10,3.7,3.55
STU0115,2025,6,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,46,2025-09-19,2025-09-19,57,83,7,80,48,90,7,1,6,0,10,3.7,3.55
STU0115,2025,6,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,79,2025-09-21,2025-09-21,63,66,9,87,62,90,7,1,6,0,10,3.7,3.55
STU0116,2023,5,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,77,2025-09-17,2025-09-17,42,100,3,91,51,77,3,2,7,5,5,3.52,3.25
STU0116,2023,5,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,68,2025-09-19,2025-09-19,55,98,8,88,61,77,3,2,7,5,5,3.52,3.25
STU0116,2023,5,Spring,Spring,Math,Core,Algebra I,Test,3,100,79,2025-09-21,2025-09-21,58,60,10,76,74,77,3,2,7,5,5,3.52,3.25
STU0117,2024,6,Fall,Fall,History,Elective,World History,Pretest,1,100,51,2025-09-17,2025-09-17,70,78,9,41,42,73,4,5,6,0,8,2.97,3.58
STU0117,2024,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,75,2025-09-19,2025-09-19,75,70,1,60,82,73,4,5,6,0,8,2.97,3.58
STU0117,2024,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,59,2025-09-21,2025-09-21,89,50,6,50,99,73,4,5,6,0,8,2.97,3.58
STU0118,2023,6,Spring,Spring,Reading,Core,English Lit,Pretest,1,100,73,2025-09-17,2025-09-17,44,58,2,92,57,74,3,3,7,4,5,3.28,3.16
STU0118,2023,6,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,53,2025-09-19,2025-09-19,43,96,5,94,41,74,3,3,7,4,5,3.28,3.16
STU0118,2023,6,Spring,Spring,History,Elective,World History,Test,3,100,60,2025-09-21,2025-09-21,61,73,8,93,45,74,3,3,7,4,5,3.28,3.16
STU0119,2025,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,84,2025-09-17,2025-09-17,94,92,10,59,69,98,7,2,5,1,5,2.9,3.44
STU0119,2025,5,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,97,2025-09-19,2025-09-19,71,99,5,46,94,98,7,2,5,1,5,2.9,3.44
STU0119,2025,5,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,87,2025-09-21,2025-09-21,62,66,6,55,53,98,7,2,5,1,5,2.9,3.44
STU0120,2025,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,68,2025-09-17,2025-09-17,94,61,7,50,47,97,7,1,9,1,5,3.26,3.2
STU0120,2025,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,88,2025-09-19,2025-09-19,74,58,6,96,85,97,7,1,9,1,5,3.26,3.2
STU0120,2025,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,40,2025-09-21,2025-09-21,89,73,7,80,73,97,7,1,9,1,5,3.26,3.2
STU0121,2024,5,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,66,2025-09-17,2025-09-17,80,70,8,47,73,88,5,3,6,5,10,3.92,3.59
STU0121,2024,5,Fall,Fall,History,Elective,World History,Assignment,2,50,69,2025-09-19,2025-09-19,87,52,5,88,63,88,5,3,6,5,10,3.92,3.59
STU0121,2024,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,69,2025-09-21,2025-09-21,70,87,10,91,68,88,5,3,6,5,10,3.92,3.59
STU0122,2024,5,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,74,2025-09-17,2025-09-17,63,68,10,73,99,79,6,3,8,4,1,3.31,3.11
STU0122,2024,5,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,84,2025-09-19,2025-09-19,40,93,7,97,79,79,6,3,8,4,1,3.31,3.11
STU0122,2024,5,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,92,2025-09-21,2025-09-21,66,94,1,75,84,79,6,3,8,4,1,3.31,3.11
STU0123,2025,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,57,2025-09-17,2025-09-17,67,64,10,53,98,78,3,3,9,2,5,3.03,3.11
STU0123,2025,4,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,82,2025-09-19,2025-09-19,40,91,2,91,94,78,3,3,9,2,5,3.03,3.11
STU0123,2025,4,Fall,Fall,Science,Core,Earth Science,Test,3,100,46,2025-09-21,2025-09-21,55,72,4,47,73,78,3,3,9,2,5,3.03,3.11
STU0124,2024,6,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,58,2025-09-17,2025-09-17,63,52,2,48,50,89,1,2,7,2,1,3.57,3.03
STU0124,2024,6,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,86,2025-09-19,2025-09-19,54,87,1,93,82,89,1,2,7,2,1,3.57,3.03
STU0124,2024,6,Spring,Spring,Writing,Core,Creative Writing,Test,3,100,51,2025-09-21,2025-09-21,77,80,4,52,68,89,1,2,7,2,1,3.57,3.03
STU0125,2023,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,92,2025-09-17,2025-09-17,60,74,9,71,60,78,2,1,5,2,10,2.76,3.21
STU0125,2023,5,Fall,Fall,History,Elective,World History,Assignment,2,50,85,2025-09-19,2025-09-19,73,79,1,43,48,78,2,1,5,2,10,2.76,3.21
STU0125,2023,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,82,2025-09-21,2025-09-21,40,62,9,74,47,78,2,1,5,2,10,2.76,3.21
STU0126,2025,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,55,2025-09-17,2025-09-17,60,67,6,88,72,99,1,2,9,4,10,3.55,4.2
STU0126,2025,6,Fall,Fall,History,Elective,World History,Assignment,2,50,74,2025-09-19,2025-09-19,77,56,4,57,81,99,1,2,9,4,10,3.55,4.2
STU0126,2025,6,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,81,2025-09-21,2025-09-21,89,84,1,66,47,99,1,2,9,4,10,3.55,4.2
STU0127,2025,4,Fall,Fall,History,Elective,World History,Pretest,1,100,54,2025-09-17,2025-09-17,77,91,2,78,93,78,6,5,7,4,4,3.69,4.12
STU0127,2025,4,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,58,2025-09-19,2025-09-19,61,86,3,56,84,78,6,5,7,4,4,3.69,4.12
STU0127,2025,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,93,2025-09-21,2025-09-21,92,91,2,95,71,78,6,5,7,4,4,3.69,4.12
STU0128,2025,6,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,64,2025-09-17,2025-09-17,73,90,8,70,53,80,6,2,8,5,9,3.97,3.49
STU0128,2025,6,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,68,2025-09-19,2025-09-19,54,76,1,73,43,80,6,2,8,5,9,3.97,3.49
STU0128,2025,6,Spring,Spring,Reading,Core,English Lit,Test,3,100,71,2025-09-21,2025-09-21,45,78,1,91,95,80,6,2,8,5,9,3.97,3.49
STU0129,2024,5,Fall,Fall,History,Elective,World History,Pretest,1,100,73,2025-09-17,2025-09-17,40,53,6,66,90,77,6,1,9,0,9,3.67,3.65
STU0129,2024,5,Fall,Fall,History,Elective,World History,Assignment,2,50,58,2025-09-19,2025-09-19,92,79,3,42,54,77,6,1,9,0,9,3.67,3.65
STU0129,2024,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,74,2025-09-21,2025-09-21,91,57,3,65,99,77,6,1,9,0,9,3.67,3.65
STU0130,2023,6,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,88,2025-09-17,2025-09-17,44,69,7,58,92,91,5,1,7,0,2,2.65,4.24
STU0130,2023,6,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,74,2025-09-19,2025-09-19,66,72,4,49,74,91,5,1,7,0,2,2.65,4.24
STU0130,2023,6,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,49,2025-09-21,2025-09-21,48,52,9,69,65,91,5,1,7,0,2,2.65,4.24
STU0131,2023,5,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,79,2025-09-17,2025-09-17,85,92,3,77,68,90,6,2,6,4,7,3.42,4.43
STU0131,2023,5,Spring,Spring,History,Elective,World History,Assignment,2,50,94,2025-09-19,2025-09-19,75,84,4,94,75,90,6,2,6,4,7,3.42,4.43
STU0131,2023,5,Spring,Spring,Math,Core,Algebra I,Test,3,100,82,2025-09-21,2025-09-21,57,79,8,95,65,90,6,2,6,4,7,3.42,4.43
STU0132,2024,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,74,2025-09-17,2025-09-17,85,91,6,99,89,97,4,3,8,3,1,3.55,3.88
STU0132,2024,4,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,42,2025-09-19,2025-09-19,56,74,8,99,73,97,4,3,8,3,1,3.55,3.88
STU0132,2024,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,42,2025-09-21,2025-09-21,67,65,7,42,75,97,4,3,8,3,1,3.55,3.88
STU0133,2024,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,66,2025-09-17,2025-09-17,52,76,4,46,86,90,3,1,9,1,3,3.43,3.14
STU0133,2024,4,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,54,2025-09-19,2025-09-19,77,84,8,55,58,90,3,1,9,1,3,3.43,3.14
STU0133,2024,4,Fall,Fall,Math,Core,Algebra I,Test,3,100,62,2025-09-21,2025-09-21,66,59,10,92,52,90,3,1,9,1,3,3.43,3.14
STU0134,2025,4,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,53,2025-09-17,2025-09-17,80,62,6,78,93,70,5,3,5,3,6,3.07,3.62
STU0134,2025,4,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,52,2025-09-19,2025-09-19,56,100,5,45,90,70,5,3,5,3,6,3.07,3.62
STU0134,2025,4,Spring,Spring,Reading,Core,English Lit,Test,3,100,54,2025-09-21,2025-09-21,82,68,4,66,55,70,5,3,5,3,6,3.07,3.62
STU0135,2025,6,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,40,2025-09-17,2025-09-17,93,66,8,55,66,95,4,4,5,1,10,2.68,3.06
STU0135,2025,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,51,2025-09-19,2025-09-19,94,72,2,73,74,95,4,4,5,1,10,2.68,3.06
STU0135,2025,6,Fall,Fall,History,Elective,World History,Test,3,100,77,2025-09-21,2025-09-21,47,57,8,68,71,95,4,4,5,1,10,2.68,3.06
STU0136,2025,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,45,2025-09-17,2025-09-17,41,52,8,68,47,71,2,1,8,5,3,2.89,4.39
STU0136,2025,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,49,2025-09-19,2025-09-19,62,69,1,70,56,71,2,1,8,5,3,2.89,4.39
STU0136,2025,4,Fall,Fall,History,Elective,World History,Test,3,100,83,2025-09-21,2025-09-21,61,82,4,92,92,71,2,1,8,5,3,2.89,4.39
STU0137,2024,4,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,45,2025-09-17,2025-09-17,91,82,10,56,54,71,5,4,7,4,6,2.97,3.18
STU0137,2024,4,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,70,2025-09-19,2025-09-19,62,65,3,71,69,71,5,4,7,4,6,2.97,3.18
STU0137,2024,4,Fall,Fall,Reading,Core,English Lit,Test,3,100,60,2025-09-21,2025-09-21,41,76,3,73,75,71,5,4,7,4,6,2.97,3.18
STU0138,2025,5,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,88,2025-09-17,2025-09-17,83,55,7,72,48,77,1,4,8,4,10,3.14,3.24
STU0138,2025,5,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,72,2025-09-19,2025-09-19,46,50,10,88,65,77,1,4,8,4,10,3.14,3.24
STU0138,2025,5,Spring,Spring,Science,Core,Earth Science,Test,3,100,55,2025-09-21,2025-09-21,83,86,7,95,86,77,1,4,8,4,10,3.14,3.24
STU0139,2023,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,57,2025-09-17,2025-09-17,67,63,4,57,66,99,3,4,6,2,7,3.59,4.14
STU0139,2023,4,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,67,2025-09-19,2025-09-19,82,97,10,82,51,99,3,4,6,2,7,3.59,4.14
STU0139,2023,4,Fall,Fall,Science,Core,Earth Science,Test,3,100,86,2025-09-21,2025-09-21,59,55,10,99,81,99,3,4,6,2,7,3.59,4.14
STU0140,2024,4,Spring,Spring,History,Elective,World History,Pretest,1,100,64,2025-09-17,2025-09-17,75,70,6,46,54,87,6,2,6,1,2,3.74,4.32
STU0140,2024,4,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,52,2025-09-19,2025-09-19,65,100,8,54,43,87,6,2,6,1,2,3.74,4.32
STU0140,2024,4,Spring,Spring,History,Elective,World History,Test,3,100,92,2025-09-21,2025-09-21,44,64,3,70,42,87,6,2,6,1,2,3.74,4.32
STU0141,2024,4,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,44,2025-09-17,2025-09-17,72,60,9,43,67,79,2,5,5,2,8,3.25,3.1
STU0141,2024,4,Spring,Spring,Math,Core,Algebra I,Assignment,2,50,96,2025-09-19,2025-09-19,85,80,4,67,93,79,2,5,5,2,8,3.25,3.1
STU0141,2024,4,Spring,Spring,History,Elective,World History,Test,3,100,56,2025-09-21,2025-09-21,82,84,10,53,81,79,2,5,5,2,8,3.25,3.1
STU0142,2025,5,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,88,2025-09-17,2025-09-17,63,82,8,88,84,79,3,3,9,3,6,3.32,4.49
STU0142,2025,5,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,73,2025-09-19,2025-09-19,70,81,10,81,91,79,3,3,9,3,6,3.32,4.49
STU0142,2025,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,78,2025-09-21,2025-09-21,47,83,1,80,47,79,3,3,9,3,6,3.32,4.49
STU0143,2024,4,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,98,2025-09-17,2025-09-17,84,82,2,95,54,86,7,2,7,3,7,3.18,3.94
STU0143,2024,4,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,94,2025-09-19,2025-09-19,57,64,3,49,69,86,7,2,7,3,7,3.18,3.94
STU0143,2024,4,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,55,2025-09-21,2025-09-21,61,57,5,72,92,86,7,2,7,3,7,3.18,3.94
STU0144,2025,6,Spring,Spring,History,Elective,World History,Pretest,1,100,92,2025-09-17,2025-09-17,50,98,9,93,64,86,2,3,8,4,1,3.44,3.85
STU0144,2025,6,Spring,Spring,History,Elective,World History,Assignment,2,50,91,2025-09-19,2025-09-19,65,90,7,63,70,86,2,3,8,4,1,3.44,3.85
STU0144,2025,6,Spring,Spring,History,Elective,World History,Test,3,100,45,2025-09-21,2025-09-21,78,53,5,79,50,86,2,3,8,4,1,3.44,3.85
STU0145,2025,5,Spring,Spring,Math,Core,Algebra I,Pretest,1,100,63,2025-09-17,2025-09-17,80,63,2,94,44,89,3,1,9,0,8,3.72,3.52
STU0145,2025,5,Spring,Spring,History,Elective,World History,Assignment,2,50,87,2025-09-19,2025-09-19,84,52,10,97,92,89,3,1,9,0,8,3.72,3.52
STU0145,2025,5,Spring,Spring,Reading,Core,English Lit,Test,3,100,64,2025-09-21,2025-09-21,69,96,5,93,79,89,3,1,9,0,8,3.72,3.52
STU0146,2023,5,Fall,Fall,Math,Core,Algebra I,Pretest,1,100,80,2025-09-17,2025-09-17,68,74,2,40,60,99,4,1,9,3,2,3.89,4.03
STU0146,2023,5,Fall,Fall,History,Elective,World History,Assignment,2,50,48,2025-09-19,2025-09-19,86,70,6,98,73,99,4,1,9,3,2,3.89,4.03
STU0146,2023,5,Fall,Fall,Science,Core,Earth Science,Test,3,100,76,2025-09-21,2025-09-21,56,56,8,51,57,99,4,1,9,3,2,3.89,4.03
STU0147,2023,6,Fall,Fall,Science,Core,Earth Science,Pretest,1,100,56,2025-09-17,2025-09-17,49,95,2,85,93,79,5,5,5,3,2,3.12,4.11
STU0147,2023,6,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,54,2025-09-19,2025-09-19,66,73,6,80,73,79,5,5,5,3,2,3.12,4.11
STU0147,2023,6,Fall,Fall,Writing,Core,Creative Writing,Test,3,100,86,2025-09-21,2025-09-21,45,86,4,43,51,79,5,5,5,3,2,3.12,4.11
STU0148,2024,5,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,87,2025-09-17,2025-09-17,49,54,4,98,66,98,2,5,7,2,2,3.89,3.42
STU0148,2024,5,Fall,Fall,Science,Core,Earth Science,Assignment,2,50,62,2025-09-19,2025-09-19,87,78,1,80,77,98,2,5,7,2,2,3.89,3.42
STU0148,2024,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,64,2025-09-21,2025-09-21,54,62,1,44,51,98,2,5,7,2,2,3.89,3.42
STU0149,2025,6,Spring,Spring,History,Elective,World History,Pretest,1,100,53,2025-09-17,2025-09-17,69,66,10,98,82,72,3,2,7,3,7,3.03,3.14
STU0149,2025,6,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,58,2025-09-19,2025-09-19,58,60,3,93,77,72,3,2,7,3,7,3.03,3.14
STU0149,2025,6,Spring,Spring,Science,Core,Earth Science,Test,3,100,98,2025-09-21,2025-09-21,83,92,3,74,57,72,3,2,7,3,7,3.03,3.14
STU0150,2024,5,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,75,2025-09-17,2025-09-17,64,65,6,60,89,80,2,2,9,3,9,3.21,3.76
STU0150,2024,5,Spring,Spring,History,Elective,World History,Assignment,2,50,77,2025-09-19,2025-09-19,73,64,3,61,98,80,2,2,9,3,9,3.21,3.76
STU0150,2024,5,Spring,Spring,Science,Core,Earth Science,Test,3,100,72,2025-09-21,2025-09-21,52,84,8,63,62,80,2,2,9,3,9,3.21,3.76
STU0151,2025,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,81,2025-09-17,2025-09-17,45,62,2,94,72,71,6,2,9,0,2,3.28,3.62
STU0151,2025,6,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,67,2025-09-19,2025-09-19,52,80,7,72,40,71,6,2,9,0,2,3.28,3.62
STU0151,2025,6,Fall,Fall,Reading,Core,English Lit,Test,3,100,64,2025-09-21,2025-09-21,54,72,7,68,77,71,6,2,9,0,2,3.28,3.62
STU0152,2025,5,Fall,Fall,History,Elective,World History,Pretest,1,100,99,2025-09-17,2025-09-17,82,65,8,90,93,76,2,5,7,1,1,2.82,3.95
STU0152,2025,5,Fall,Fall,Math,Core,Algebra I,Assignment,2,50,71,2025-09-19,2025-09-19,50,51,10,71,98,76,2,5,7,1,1,2.82,3.95
STU0152,2025,5,Fall,Fall,Reading,Core,English Lit,Test,3,100,90,2025-09-21,2025-09-21,89,85,1,41,41,76,2,5,7,1,1,2.82,3.95
STU0153,2024,4,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,57,2025-09-17,2025-09-17,83,86,7,87,56,95,5,4,8,3,8,3.75,4.4
STU0153,2024,4,Fall,Fall,Reading,Core,English Lit,Assignment,2,50,65,2025-09-19,2025-09-19,51,94,1,50,72,95,5,4,8,3,8,3.75,4.4
STU0153,2024,4,Fall,Fall,Reading,Core,English Lit,Test,3,100,67,2025-09-21,2025-09-21,85,70,4,74,42,95,5,4,8,3,8,3.75,4.4
STU0154,2025,5,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,70,2025-09-17,2025-09-17,84,65,7,86,61,88,5,4,5,3,9,3.48,3.47
STU0154,2025,5,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,61,2025-09-19,2025-09-19,68,90,10,84,47,88,5,4,5,3,9,3.48,3.47
STU0154,2025,5,Fall,Fall,History,Elective,World History,Test,3,100,56,2025-09-21,2025-09-21,60,57,9,64,96,88,5,4,5,3,9,3.48,3.47
STU0155,2024,4,Spring,Spring,History,Elective,World History,Pretest,1,100,40,2025-09-17,2025-09-17,58,86,4,49,51,98,7,5,8,1,4,3.85,4.04
STU0155,2024,4,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,65,2025-09-19,2025-09-19,88,76,6,59,46,98,7,5,8,1,4,3.85,4.04
STU0155,2024,4,Spring,Spring,Science,Core,Earth Science,Test,3,100,49,2025-09-21,2025-09-21,78,97,4,63,42,98,7,5,8,1,4,3.85,4.04
STU0156,2023,6,Fall,Fall,Writing,Core,Creative Writing,Pretest,1,100,46,2025-09-17,2025-09-17,62,75,2,66,44,87,4,3,7,4,2,3.91,3.07
STU0156,2023,6,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,96,2025-09-19,2025-09-19,59,64,1,75,75,87,4,3,7,4,2,3.91,3.07
STU0156,2023,6,Fall,Fall,History,Elective,World History,Test,3,100,64,2025-09-21,2025-09-21,41,86,6,48,69,87,4,3,7,4,2,3.91,3.07
STU0157,2023,6,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,72,2025-09-17,2025-09-17,78,64,1,50,60,79,2,1,8,1,7,2.52,3.72
STU0157,2023,6,Spring,Spring,History,Elective,World History,Assignment,2,50,73,2025-09-19,2025-09-19,68,55,4,93,46,79,2,1,8,1,7,2.52,3.72
STU0157,2023,6,Spring,Spring,Science,Core,Earth Science,Test,3,100,52,2025-09-21,2025-09-21,62,98,2,77,51,79,2,1,8,1,7,2.52,3.72
STU0158,2024,6,Spring,Spring,Science,Core,Earth Science,Pretest,1,100,83,2025-09-17,2025-09-17,70,87,5,63,95,76,2,3,5,1,4,3.64,3.36
STU0158,2024,6,Spring,Spring,Reading,Core,English Lit,Assignment,2,50,97,2025-09-19,2025-09-19,91,56,4,97,47,76,2,3,5,1,4,3.64,3.36
STU0158,2024,6,Spring,Spring,Science,Core,Earth Science,Test,3,100,71,2025-09-21,2025-09-21,79,87,1,83,93,76,2,3,5,1,4,3.64,3.36
STU0159,2025,6,Fall,Fall,Reading,Core,English Lit,Pretest,1,100,75,2025-09-17,2025-09-17,85,70,4,59,48,71,7,1,5,0,2,3.13,4.27
STU0159,2025,6,Fall,Fall,Writing,Core,Creative Writing,Assignment,2,50,82,2025-09-19,2025-09-19,66,81,7,73,76,71,7,1,5,0,2,3.13,4.27
STU0159,2025,6,Fall,Fall,History,Elective,World History,Test,3,100,98,2025-09-21,2025-09-21,75,97,8,79,68,71,7,1,5,0,2,3.13,4.27
STU0160,2024,5,Spring,Spring,History,Elective,World History,Pretest,1,100,40,2025-09-17,2025-09-17,68,87,7,58,59,74,4,5,9,1,9,3.83,3.67
STU0160,2024,5,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,81,2025-09-19,2025-09-19,53,59,6,62,95,74,4,5,9,1,9,3.83,3.67
STU0160,2024,5,Spring,Spring,Reading,Core,English Lit,Test,3,100,93,2025-09-21,2025-09-21,66,89,9,79,61,74,4,5,9,1,9,3.83,3.67
STU0161,2024,4,Spring,Spring,History,Elective,World History,Pretest,1,100,82,2025-09-17,2025-09-17,75,78,5,53,78,97,3,2,9,1,6,3.75,3.89
STU0161,2024,4,Spring,Spring,Science,Core,Earth Science,Assignment,2,50,81,2025-09-19,2025-09-19,71,94,10,84,63,97,3,2,9,1,6,3.75,3.89
STU0161,2024,4,Spring,Spring,Reading,Core,English Lit,Test,3,100,60,2025-09-21,2025-09-21,60,60,5,95,83,97,3,2,9,1,6,3.75,3.89
STU0162,2025,6,Spring,Spring,History,Elective,World History,Pretest,1,100,96,2025-09-17,2025-09-17,52,61,6,71,91,73,2,5,6,5,1,3.34,3.9
STU0162,2025,6,Spring,Spring,History,Elective,World History,Assignment,2,50,86,2025-09-19,2025-09-19,55,64,7,78,49,73,2,5,6,5,1,3.34,3.9
STU0162,2025,6,Spring,Spring,Math,Core,Algebra I,Test,3,100,45,2025-09-21,2025-09-21,47,83,4,44,45,73,2,5,6,5,1,3.34,3.9
STU0163,2023,6,Spring,Spring,Writing,Core,Creative Writing,Pretest,1,100,96,2025-09-17,2025-09-17,88,56,5,82,59,91,7,1,9,3,9,3.59,4.0
STU0163,2023,6,Spring,Spring,Writing,Core,Creative Writing,Assignment,2,50,60,2025-09-19,2025-09-19,67,80,6,98,63,91,7,1,9,3,9,3.59,4.0
STU0163,2023,6,Spring,Spring,Science,Core,Earth Science,Test,3,100,70,2025-09-21,2025-09-21,91,68,4,74,76,91,7,1,9,3,9,3.59,4.0
